Department,Department_Division,PCN,Position_Title,FLSA_Status,Initial_Hire_Date,Date_in_Title,Salary
CIT,CIT 123 Systems Support,B.007314,Systems Engineer II,Exempt,5/1/2014,3/14/2019,90223.64
CIT,CIT 123 Systems Support,B.003556,Systems Engineer III,Exempt,8/7/2015,4/8/2021,92177.02
CIT,CIT 123 Systems Support,B.006442.2     ,Electronics Operations Technician,Non Exempt,4/1/2014,11/22/2014,53250.34
CIT,CIT 124 Center for Geospatial Information Services,B.003980,GIS Technician III,Non Exempt,2/1/2011,4/11/2019,57722.34
CIT,CIT 124 Center for Geospatial Information Services,B.005889.1     ,Systems Analyst II,Exempt,1/3/2019,1/3/2019,77930.84
CIT,CIT 124 Center for Geospatial Information Services,B.002165.2     ,Systems Analyst II,Exempt,3/2/2017,7/5/2018,86396.44
CIT,CIT 124 Center for Geospatial Information Services,B.002097.3     ,Systems Analyst I,Exempt,4/16/2000,12/16/2001,82099.16
CIT,CIT 124 Center for Geospatial Information Services,B.004125,GIS Technician III,Non Exempt,5/16/1980,7/16/2006,69120.74
CIT,CIT 124 Center for Geospatial Information Services,B.000756,Systems Analyst III,Exempt,6/1/1999,11/16/2007,107803.28
CIT,CIT 124 Center for Geospatial Information Services,B.000610,Systems Analyst II,Exempt,6/16/2000,12/6/2018,95527.64
CIT,CIT 124 Center for Geospatial Information Services,B.002099,GIS Coordinator,Exempt,12/1/1996,7/1/2001,109086.38
CIT,CIT 124 Center for Geospatial Information Services,B.002608.1     ,Systems Analyst II,Exempt,5/1/2008,10/16/2013,92282.84
CIT,CIT 124 Center for Geospatial Information Services,B.001654,GIS Technician II,Non Exempt,1/2/2020,1/2/2020,44163.60
CIT,CIT 124 Center for Geospatial Information Services,B.002441,Systems Analyst II,Exempt,11/8/2018,11/8/2018,76100.44
CIT,CIT 124 Center for Geospatial Information Services,B.006844,Systems Analyst I,Exempt,5/6/2021,5/6/2021,63606.40
CIT,CIT 124 Center for Geospatial Information Services,B.002285,GIS Technician II,Non Exempt,1/16/2020,1/16/2020,44163.60
CIT,CIT 128 Information Technology Security,B.002585.2     ,IT Deputy Chief of Information Security,Exempt,3/1/2018,9/10/2020,111682.22
CIT,CIT 128 Information Technology Security,B.005949.2     ,Systems Engineer III,Exempt,4/1/2003,9/16/2004,122836.22
CIT,CIT 128 Information Technology Security,B.000488.2     ,Systems Engineer II,Exempt,7/1/2021,NULL,79999.92
CIT,CIT 130 Telecommunications,B.004150,Systems Analyst II,Exempt,6/1/2000,6/1/2000,104346.84
CIT,CIT 130 Telecommunications,B.002204.1     ,Systems Engineer I,Exempt,3/1/2006,4/16/2014,75729.16
CIT,CIT 130 Telecommunications,B.006050,Systems Engineer II,Exempt,3/16/2004,9/1/2009,109276.44
CIT,CIT 130 Telecommunications,B.003966.3     ,Information Systems Architect,Exempt,7/5/2018,7/5/2018,98562.62
CIT,CIT 130 Telecommunications,B.006435.2     ,Systems Engineer III,Exempt,11/16/2005,5/22/2016,110106.62
CIT,CIT 130 Telecommunications,B.003769,Systems Engineer I,Exempt,5/16/2000,8/7/2014,89873.16
CIT,CIT 130 Telecommunications,B.004641,Telecommunication System Installation Technician,Non Exempt,9/16/2006,4/23/2020,46945.86
CIT,CIT 130 Telecommunications,B.002275,Telecommunication System Installation Technician,Non Exempt,8/7/2014,8/7/2014,64272.78
CIT,CIT 130 Telecommunications,B.003276,Telecommunication System Installation Technician,Non Exempt,8/7/2015,8/7/2015,64168.78
CIT,CIT 133 Strategy & Architecture,B.007177.1     ,IT Deputy Chief of Enterprise Architecture and Planning,Exempt,6/21/2018,6/21/2018,132749.23
CIT,CIT 133 Strategy & Architecture,B.006939.1     ,Systems Engineer II,Exempt,11/1/2013,11/1/2013,83775.64
CIT,CIT 133 Strategy & Architecture,B.002544.2     ,Information Systems Architect,Exempt,6/22/2015,7/22/2016,99207.42
CIT,CIT 133 Strategy & Architecture,B.002896.3     ,Microcomputer Systems Analyst II,Exempt,4/16/1997,9/27/2018,70985.72
CIT,CIT 133 Strategy & Architecture,B.004449.4     ,Programmer/Analyst III,Exempt,10/10/2019,10/10/2019,81599.96
CIT,CIT 133 Strategy & Architecture,B.007163.1     ,Information Systems Architect,Exempt,6/7/2015,4/13/2017,95284.80
CIT,CIT 133 Strategy & Architecture,B.000305.3     ,Systems Analyst I,Exempt,8/30/2018,8/30/2018,67206.36
CIT,CIT 133 Strategy & Architecture,B.000464.8     ,Systems Engineer II,Exempt,1/31/2019,6/18/2020,77930.84
CIT,CIT 133 Strategy & Architecture,B.005641.3     ,Systems Engineer III,Exempt,1/1/2011,4/27/2017,118489.02
CIT,CIT 133 Strategy & Architecture,B.003547.4     ,Systems Analyst III,Exempt,8/16/2000,1/16/2013,117436.80
CIT,CIT 133 Strategy & Architecture,B.005640.4     ,Programmer/Analyst II,Exempt,5/1/2008,5/1/2008,77912.12
CIT,CIT 133 Strategy & Architecture,B.001718.2     ,Systems Analyst II,Exempt,6/20/2019,6/20/2019,77910.04
CIT,CIT 133 Strategy & Architecture,B.003054.1     ,Programmer/Analyst III,Exempt,9/1/1983,5/16/2005,96387.20
CIT,CIT 133 Strategy & Architecture,B.003881.1     ,Systems Analyst II,Exempt,8/16/2007,8/16/2007,92757.60
CIT,CIT 133 Strategy & Architecture,B.005428.5     ,Systems Analyst II,Exempt,8/22/2014,3/13/2020,82694.04
CIT,CIT 133 Strategy & Architecture,B.004256.2     ,Microcomputer Systems Analyst I,Exempt,5/26/1999,5/26/1999,67957.24
CIT,CIT 133 Strategy & Architecture,B.004777.2     ,Systems Engineer I,Exempt,6/7/2018,6/7/2018,72255.56
CIT,CIT 133 Strategy & Architecture,B.005950.4     ,Systems Analyst III,Exempt,12/1/2012,5/24/2018,116310.48
CIT,CIT 133 Strategy & Architecture,B.001848.1     ,Systems Analyst III,Exempt,12/16/2013,12/16/2013,114604.88
CIT,CIT 133 Strategy & Architecture,B.006937.4     ,IT Quality Assurance Manager,Exempt,1/4/2018,5/6/2021,95246.84
CIT,CIT 133 Strategy & Architecture,B.005374.2     ,Microcomputer Systems Analyst II,Exempt,10/12/2017,10/12/2017,62312.12
CIT,CIT 133 Strategy & Architecture,B.006735.1     ,Systems Analyst III,Exempt,5/1/2013,5/1/2013,103268.88
CIT,CIT 133 Strategy & Architecture,B.002439.2     ,Programmer/Analyst III,Exempt,2/16/2012,2/16/2012,96387.20
CIT,CIT 133 Strategy & Architecture,B.006938.1     ,Systems Engineer III,Exempt,11/1/2013,11/1/2013,116221.82
CIT,CIT 133 Strategy & Architecture,B.005384.5     ,Systems Analyst II,Exempt,3/15/2018,3/11/2021,78887.64
CIT,CIT 133 Strategy & Architecture,B.006503.2     ,Programmer/Analyst III,Exempt,10/1/2006,2/15/2018,91854.36
CIT,CIT 133 Strategy & Architecture,B.007001.1     ,Systems Engineer II,Exempt,9/22/2014,9/22/2014,88788.44
CLK,CLK 011 City Clerk,B.003519,Chief Deputy City Clerk,Non Exempt,3/7/2016,3/1/2018,56330.82
CLK,CLK 011 City Clerk,B.000962,City Clerk,Exempt,4/16/2001,1/9/2018,109788.12
CLK,CLK 011 City Clerk,B.002188,Deputy City Clerk II,Non Exempt,1/5/2017,1/5/2017,47938.54
CLK,CLK 011 City Clerk,B.000786,Deputy City Clerk II,Non Exempt,2/16/2005,2/16/2005,57589.74
CLK,CLK 011 City Clerk,B.005519,Deputy City Clerk II,Non Exempt,7/15/2021,NULL,40768.00
CLK,CLK 011 City Clerk,B.001121,Deputy City Clerk II,Non Exempt,4/12/2018,4/12/2018,44007.34
CMD,CMD 010 City Manager,B.003553,Deputy City Manager,Exempt,9/22/2015,5/20/2021,196504.88
CMD,CMD 010 City Manager,B.001879.1     ,Assistant to the City Manager/Community Affairs,Exempt,8/1/2004,12/1/2007,81367.00
CMD,CMD 010 City Manager,B.003812.2     ,Assistant to the City Manager/Legislative Affairs Liaison,Exempt,5/1/2011,5/1/2011,121961.58
CMD,CMD 010 City Manager,B.006832.3     ,Assistant to the City Manager,Exempt,1/1/2012,1/1/2012,104608.14
CMD,CMD 010 City Manager,B.000824,Executive Assistant III,Non Exempt,9/1/2000,1/31/2019,58869.20
CMD,CMD 010 City Manager,B.005054,Deputy City Manager,Exempt,7/7/2016,7/7/2016,200695.30
CMD,CMD 010 City Manager,B.002293,Executive Assistant III,Non Exempt,8/1/2012,12/21/2017,55499.60
CMD,CMD 010 City Manager,B.001432.1     ,City Manager,Exempt,7/20/2020,7/20/2020,270000.13
CMD,CMD 010 City Manager,B.003150,Executive Assistant V,Non Exempt,3/1/1993,5/16/2012,69305.60
CMD,CMD 010 City Manager,B.004061,Executive Assistant III,Non Exempt,7/1/1987,8/16/2000,62795.20
CMD,CMD 010 City Manager,B.004500.6     ,CMO Special Projects Manager,Exempt,8/16/1999,2/28/2019,126954.62
CMD,CMD 010 City Manager,B.003720,Executive Assistant I,Non Exempt,11/16/2002,8/16/2018,47642.40
CMD,CMD 010 City Manager,B.001706,Deputy City Manager,Exempt,11/7/2016,11/7/2016,200695.30
CMD,CMD 021 Office of Volunteer Resources,B.007441,Administrative Specialist I,Non Exempt,9/13/2018,9/13/2018,43008.94
CMD,CMD 021 Office of Volunteer Resources,B.001096.5     ,Public Safety Resource Coordinator,Exempt,12/5/2019,12/5/2019,85524.92
CMD,CMD 021 Office of Volunteer Resources,B.007176.3     ,Family Services Specialist II,Non Exempt,8/12/2021,8/12/2021,64899.90
CMD,CMD 021 Office of Volunteer Resources,B.006578,Business Application Support Technician,Non Exempt,7/16/2013,9/24/2020,40768.00
COM,COM 030 Communications Office,B.001044.4     ,Multimedia Communications Specialist I,Non Exempt,10/8/2020,10/8/2020,49500.10
COM,COM 030 Communications Office,B.002357.5     ,Media and Communications Coordinator II,Non Exempt,7/7/2015,8/27/2020,53814.02
COM,COM 030 Communications Office,B.002366.4     ,Multimedia Distribution Specialist,Non Exempt,6/16/2004,6/16/2004,50268.14
COM,COM 030 Communications Office,B.007425,Media and Communications Coordinator III,Exempt,11/8/2018,11/8/2018,65659.88
COM,COM 030 Communications Office,B.004855.6     ,Media and Communications Coordinator II,Non Exempt,5/6/2021,5/6/2021,56014.40
COM,COM 030 Communications Office,B.002991.3     ,Director of Communications,Exempt,4/7/2015,7/1/2017,141199.50
COM,COM 030 Communications Office,B.006958.3     ,Multimedia Communications Specialist II,Non Exempt,8/16/2010,1/16/2013,58868.42
COM,COM 030 Communications Office,B.004852.5     ,Multimedia Communications Specialist III,Exempt,4/1/2006,8/1/2019,65625.56
COM,COM 030 Communications Office,B.001516.2     ,Graphic Designer,Non Exempt,1/1/2007,1/1/2007,46436.00
COM,COM 030 Communications Office,B.001376.6     ,Media and Communications Coordinator III,Exempt,4/22/2016,4/13/2017,71608.68
COM,COM 030 Communications Office,B.004360.1     ,Media and Communications Manager,Exempt,10/22/2014,12/22/2016,103854.40
COM,COM 030 Communications Office,B.003765.2     ,Television Engineer,Exempt,6/16/1999,11/22/2014,73960.12
COM,COM 030 Communications Office,B.000560.2     ,Multimedia Services Coordinator,Exempt,1/1/2014,8/30/2018,89859.64
COM,COM 030 Communications Office,B.007345.1     ,Administrative Specialist I,Non Exempt,3/30/2017,12/31/2020,42031.34
COM,COM 030 Communications Office,B.001965.3     ,Media and Communications Coordinator III,Exempt,5/1/2011,5/1/2011,73293.48
COM,COM 030 Communications Office,B.004854.3     ,Multimedia Communications Specialist I,Non Exempt,6/1/2012,6/1/2012,50128.78
COM,COM 030 Communications Office,B.000652.3     ,Media and Communications Coordinator II,Non Exempt,8/12/2021,8/12/2021,52187.20
COM,COM 030 Communications Office,B.000974.1     ,Media and Communications Coordinator III,Exempt,2/1/1997,2/1/2000,89891.88
COR,COR 001 Commissioner of Revenue,B.003713,Revenue Agent III,Non Exempt,11/1/1997,6/1/2004,55395.60
COR,COR 001 Commissioner of Revenue,B.001955.1     ,Revenue Investigator III,Non Exempt,12/16/2001,4/1/2013,61298.38
COR,COR 001 Commissioner of Revenue,B.000757.1     ,Auditor III,Exempt,8/1/2003,8/7/2016,91438.36
COR,COR 001 Commissioner of Revenue,B.001443.1     ,Revenue Agent I,Non Exempt,11/12/2020,4/8/2021,31844.80
COR,COR 001 Commissioner of Revenue,B.002433,Revenue Investigator III,Non Exempt,1/16/1993,2/1/2003,62317.58
COR,COR 001 Commissioner of Revenue,B.000688.1     ,Business Application Specialist I,Non Exempt,3/16/1994,6/1/2003,64627.94
COR,COR 001 Commissioner of Revenue,B.003186,Revenue Agent I,Non Exempt,4/22/2021,4/22/2021,34195.20
COR,COR 001 Commissioner of Revenue,B.000995.1     ,Revenue Investigator II,Non Exempt,12/1/1998,5/22/2015,55359.20
COR,COR 001 Commissioner of Revenue,B.006705.1     ,Revenue Agent III,Non Exempt,9/1/2011,1/4/2018,46368.40
COR,COR 001 Commissioner of Revenue,B.003129,Revenue Agent IV,Non Exempt,7/16/1999,9/16/2012,61695.14
COR,COR 001 Commissioner of Revenue,B.006706,Revenue Agent I,Non Exempt,9/26/2019,9/26/2019,39061.62
COR,COR 001 Commissioner of Revenue,B.002499.1     ,Revenue Agent I,Non Exempt,9/27/2018,9/27/2018,36919.22
COR,COR 001 Commissioner of Revenue,B.002984.2     ,Deputy Commissioner of the Revenue,Exempt,12/17/1984,1/7/2016,77692.68
COR,COR 001 Commissioner of Revenue,B.007096,Revenue Agent II,Non Exempt,6/22/2015,11/7/2019,45271.20
COR,COR 001 Commissioner of Revenue,B.001057,Revenue Agent III,Non Exempt,3/1/2003,12/20/2018,46181.20
COR,COR 001 Commissioner of Revenue,B.001462,Revenue Agent II,Non Exempt,7/22/2015,8/15/2019,38074.40
COR,COR 001 Commissioner of Revenue,B.004364.2     ,Revenue Agent I,Non Exempt,3/14/2019,4/23/2020,32842.42
COR,COR 001 Commissioner of Revenue,B.004363,Revenue Agent IV,Non Exempt,1/16/2008,12/21/2017,59490.34
COR,COR 001 Commissioner of Revenue,B.004373,Revenue Agent II,Non Exempt,11/7/2016,8/1/2019,43316.00
COR,COR 001 Commissioner of Revenue,B.004097.1     ,Revenue Investigator III,Non Exempt,11/16/2001,1/7/2016,51813.58
COR,COR 001 Commissioner of Revenue,B.004365.1     ,Auditor II,Exempt,5/1/1988,7/1/1999,76670.10
COR,COR 001 Commissioner of Revenue,B.000334,Revenue Agent III,Non Exempt,4/16/2011,8/1/2019,44600.40
COR,COR 001 Commissioner of Revenue,B.001705,Revenue Agent IV,Non Exempt,9/16/2008,1/7/2016,59490.34
COR,COR 001 Commissioner of Revenue,S.020047,Commissioner of Revenue,Exempt,6/16/1978,1/1/1998,180648.00
COR,COR 001 Commissioner of Revenue,B.003392,Revenue Agent II,Non Exempt,5/23/2019,8/13/2020,43836.00
COR,COR 001 Commissioner of Revenue,B.004287,Revenue Agent II,Non Exempt,9/26/2019,5/20/2021,43087.20
COR,COR 001 Commissioner of Revenue,B.004252.2     ,Deputy Commissioner of the Revenue,Exempt,2/16/1997,12/21/2017,77703.08
COR,COR 001 Commissioner of Revenue,B.002541,Revenue Agent III,Non Exempt,7/1/2004,7/22/2014,48989.20
COR,COR 001 Commissioner of Revenue,B.002887.2     ,Business Application Specialist I,Non Exempt,12/1/1986,2/1/1999,68829.54
COR,COR 001 Commissioner of Revenue,B.001331.1     ,Deputy Commissioner of the Revenue,Exempt,9/16/1989,12/21/2017,77703.08
COR,COR 001 Commissioner of Revenue,B.001471,Revenue Agent II,Non Exempt,3/31/2016,10/22/2020,42421.60
COR,COR 001 Commissioner of Revenue,B.002542,Revenue Agent III,Non Exempt,7/16/2011,4/9/2020,46368.40
COR,COR 001 Commissioner of Revenue,B.001183,Account Clerk III,Non Exempt,10/1/2000,8/13/2020,42094.26
COR,COR 001 Commissioner of Revenue,B.006841.3     ,Revenue Agent III,Non Exempt,11/16/2012,10/22/2020,47720.40
COR,COR 001 Commissioner of Revenue,B.003401.1     ,Revenue Agent III,Non Exempt,9/1/2000,8/31/2017,50632.40
COR,COR 001 Commissioner of Revenue,B.002382,Revenue Agent III,Non Exempt,10/16/2009,5/6/2021,46139.60
COR,COR 001 Commissioner of Revenue,B.004991.1     ,Revenue Agent III,Non Exempt,6/16/2000,10/22/2020,49717.20
COR,COR 001 Commissioner of Revenue,B.004354,Revenue Agent III,Non Exempt,10/1/2005,1/1/2014,50403.60
COR,COR 001 Commissioner of Revenue,B.003262.2     ,Auditor II,Exempt,8/22/2015,8/22/2015,69202.90
COR,COR 001 Commissioner of Revenue,B.003007.1     ,Revenue Agent I,Non Exempt,4/8/2021,4/8/2021,31844.80
COR,COR 001 Commissioner of Revenue,B.004035,Revenue Agent I,Non Exempt,4/25/2019,4/25/2019,41911.22
COR,COR 001 Commissioner of Revenue,B.000407,Revenue Agent II,Non Exempt,4/22/2016,4/26/2018,45666.40
COR,COR 001 Commissioner of Revenue,B.002098.4     ,Business Application Specialist I,Non Exempt,9/1/2008,12/31/2020,52563.94
COR,COR 001 Commissioner of Revenue,B.004132,Chief Deputy Commissioner of the Revenue,Exempt,1/1/1998,1/1/1998,117436.80
COR,COR 001 Commissioner of Revenue,B.006707.1     ,Revenue Investigator II,Non Exempt,8/1/2011,1/4/2018,43690.40
COR,COR 001 Commissioner of Revenue,B.004288.1     ,Revenue Agent II,Non Exempt,9/30/2009,7/6/2017,39967.20
COR,COR 001 Commissioner of Revenue,B.000423,Deputy Commissioner of the Revenue,Exempt,3/21/1983,1/1/2000,86293.48
COR,COR 001 Commissioner of Revenue,B.003072.1     ,Auditor IV,Exempt,3/1/2000,7/1/2012,103164.88
COR,COR 001 Commissioner of Revenue,B.007095,Revenue Agent II,Non Exempt,3/2/2017,11/7/2019,40861.60
COR,COR 001 Commissioner of Revenue,B.002269.1     ,Revenue Agent I,Non Exempt,10/22/2020,10/22/2020,37003.20
COR,COR 001 Commissioner of Revenue,B.004992.1     ,Revenue Agent IV,Non Exempt,7/16/2004,12/21/2017,61320.74
COR,COR 001 Commissioner of Revenue,B.002449.1     ,Revenue Agent I,Non Exempt,11/5/2020,11/5/2020,37502.40
COR,COR 001 Commissioner of Revenue,B.001814,Business Application Specialist II,Exempt,7/1/2000,11/1/2006,75051.08
COR,COR 001 Commissioner of Revenue,B.006842.2     ,Revenue Agent II,Non Exempt,9/12/2019,10/22/2020,41381.60
COR,COR 001 Commissioner of Revenue,B.004262.3     ,Auditor II,Exempt,11/22/2016,12/19/2019,54996.50
COR,COR 001 Commissioner of Revenue,B.000450.1     ,Revenue Agent III,Non Exempt,2/16/2008,2/28/2019,46805.20
COR,COR 001 Commissioner of Revenue,B.001261,Revenue Agent I,Non Exempt,2/16/2008,10/16/2011,39020.02
COR,COR 001 Commissioner of Revenue,B.001508.1     ,Administrative Specialist II,Non Exempt,9/16/2000,4/25/2019,68455.14
COR,COR 001 Commissioner of Revenue,B.000814,Deputy Commissioner of the Revenue,Exempt,3/1/2004,4/1/2007,77692.68
COR,COR 002 DMV Select,N.030663.1     ,Revenue Agent III,Non Exempt,1/14/1980,NULL,21.08
COR,COR 002 DMV Select,P.050239.1     ,Account Clerk II,Non Exempt,12/22/2014,10/24/2019,15.61
COR,COR 002 DMV Select,P.050001.1     ,Account Clerk II,Non Exempt,4/16/2011,10/24/2019,15.61
COR,COR 002 DMV Select,N.030009,Account Clerk II,Non Exempt,9/1/1978,4/23/2019,17.22
COR,COR 002 DMV Select,N.030752,Revenue Agent III,Non Exempt,1/5/1976,NULL,21.08
COR,COR 002 DMV Select,P.050293,Account Clerk II,Non Exempt,2/16/2013,3/22/2016,16.59
COR,COR 002 DMV Select,N.030663.1     ,Revenue Agent III,Non Exempt,11/1/1971,NULL,25.26
CUL,CUL 190 Cultural Affairs,B.006393.3     ,Executive Assistant II,Non Exempt,9/26/2019,9/26/2019,48615.84
CUL,CUL 190 Cultural Affairs,B.007603.1     ,Media and Communications Coordinator II,Non Exempt,1/2/2020,1/2/2020,53814.02
CUL,CUL 190 Cultural Affairs,B.007211,Special Projects Coordinator,Exempt,7/6/2017,7/6/2017,69331.08
CUL,CUL 190 Cultural Affairs,B.005191.2     ,Director of Cultural Affairs,Exempt,5/1/2000,6/20/2019,135333.91
CUL,CUL 190 Cultural Affairs,B.007426.2     ,Administrative Specialist I,Non Exempt,12/6/2018,12/6/2018,50746.54
CUL,CUL 194 History Museums,B.006583.5     ,Development Specialist,Non Exempt,5/23/2019,5/23/2019,49880.74
CUL,CUL 194 History Museums,B.004504.4     ,Program Educator II,Non Exempt,3/5/2018,11/19/2020,42827.20
CUL,CUL 194 History Museums,B.002013.3     ,History Museums Supervisor,Exempt,1/4/2021,1/4/2021,54999.88
CVB,CVB 010 Directors Office,B.003560,Administrative Services Manager I,Exempt,11/1/1995,3/11/2021,85484.36
CVB,CVB 010 Directors Office,B.005906.1     ,Executive Assistant II,Non Exempt,5/20/1992,11/15/2010,49914.54
CVB,CVB 010 Directors Office,B.006173.3     ,Administrative Technician,Non Exempt,8/1/2003,3/1/2018,46904.00
CVB,CVB 010 Directors Office,B.001166.1     ,Administrative Specialist I,Non Exempt,8/25/1980,11/1/1998,59758.40
CVB,CVB 010 Directors Office,B.004994,Account Clerk III,Non Exempt,2/11/1982,9/1/2008,51521.60
CVB,CVB 010 Directors Office,B.000381.5     ,Business Application Specialist I,Non Exempt,2/28/2019,2/28/2019,49880.74
CVB,CVB 010 Directors Office,B.001658,Accountant III,Exempt,2/5/1979,1/1/2012,83659.16
CVB,CVB 010 Directors Office,B.005322.4     ,Business Development Representative II,Exempt,8/1/1985,10/1/2010,96387.20
CVB,CVB 010 Directors Office,B.006011.8     ,Business Application Specialist II,Exempt,11/16/2011,11/7/2014,76340.68
CVB,CVB 020 Tourism Marketing & Sales,B.005897.3     ,Convention and Tourism Representative II,Exempt,4/16/2009,10/1/2010,71858.28
CVB,CVB 020 Tourism Marketing & Sales,B.004585.3     ,Convention and Tourism Market Administrator,Exempt,8/5/1991,11/1/2007,123385.60
CVB,CVB 020 Tourism Marketing & Sales,B.001292.3     ,Convention & Tourism Marketing and Sales Coordinator,Exempt,10/1/1998,8/1/2002,87938.76
CVB,CVB 021 Visitor Information Center,B.006010,Office Supervisor,Non Exempt,10/16/2004,4/1/2008,56685.20
CVB,CVB 021 Visitor Information Center,B.005907,Visitor Information Assistant,Non Exempt,6/16/1983,8/3/1990,37395.54
CVB,CVB 021 Visitor Information Center,B.005648,Visitor Information Assistant,Non Exempt,4/1/1987,1/1/1988,38768.34
